Unnamed: 0,categories,text
808,Nigeria,"
			Ìjọba Ìpínlẹ̀ Ọ̀yọ́ GùnLé Pípalẹ̀mọ́ Àwọn Alágbe Kúrò Ní Àárín Gbùngbùn ilú Ìbàdàn		. 
    
				Ìjọba ìpínlẹ̀ ọ̀yọ́ ti gùn lé pipalemo àwọn alágbe àti àwọn alarun ọpọlọ ti wọn fi abẹ Afárá Abeyefo àti èbá awọn òpópó-ònà tó wà ní àárín gbùngbùn ilú Ìbàdàn se ibùgbé kúrò.



Komisana fún ilé iṣẹ ìjọba to n ri sí ọrọ àwọn obìnrin ni…			"
53,World,"
			Àwọn ènìyàn mẹ́tàlélógún lófi kú sèfàjẹ lórí Ohun Ìjà olóró tí orílẹ̀-èdè Russian rán lọ sí Ukraine		. 
    
				Ó kéré tán ènìyàn mẹ̀tàlèlógún ló jáde láyé ti àwọn kan sí fi a rà pa ni orílẹ-èdè Ukraine nígbà tí ohun ìjà olóró tí orilẹ́-èdè Russian kọ lù ọkọ ara ìlú tí o sun mọ Ukraine ti Zaporizhzhia.

 

Àwọn ọlọ́pàá àtí àwọn ònísẹ́…			"
743,Nigeria,"
			Ìjọba Àpapọ̀ Pèsè Ohun Adójútòfò Fún Ìsẹ̀lẹ̀ Omíyalé		. 
    
				Ààrẹ Muhammadu Buhari ti pèsè oúnjẹ lọ́pọ̀ yanturu fún àwọn tí ó lùgbàdì ẹ̀kún omi jákè-jádò orílè èdè Nàìjíríà.

 

Ọ̀gá àgb̀a tí ó ń mójú tó ìsẹ̀lẹ̀ pàjáwìrì, Mustapha Ahmed ni ó fi ọ̀rọ̀…			"
6,World,"
			Ẹgbẹ́ Àgbábọ́ọ̀lù Orílẹ̀-èdè Faransé Tí Bú Ẹnu Àtẹ Lù Bí Àwọn Kàn Ṣé Ń Takò Orílẹ̀-èdè Qatar Làpọ̀jù		. 
    
				Alàkóso àgbábọ́ọ̀lù Faransé (FFF) Noël Le Graët tí gbà láti dáàbòbo Qatar gẹ́gẹ́ bí àgbàlejo tí ìdíje Ife Àgbáyé 2022.


 ""Mó gbàgbọ́ pé ìpolongo itako náà tí pọ̀jù fún Qatar.  Ní tòótọ, a n'ifẹ látí máà ṣé àṣejù díẹ̀ ní Ìlú Faransé…			"
186,Nigeria,"
			Mo Dúpẹ́ Púpọ̀ Fún Àǹfààní Láti Darí Yin: Gómìnà Makinde.		. 
    
				Gómìnà ìpínlẹ̀ ọ̀yọ́ Seyi Makinde fi ẹ̀mí ìmọ́ore hàn sí gbogbo àwọn ọmọ ìpínlẹ̀ ọ̀yọ́ fún àǹfààní láti darí wọn gẹ̀gẹ̀ bí Gómìnà fún osù mẹ́tàlélógójì.

Gómìnà sọ èyí nígbà tó ń bá àwọn oníròyìn sọ̀rọ̀ lọ́jọ́ ìsimi nínú ìkíni rẹ fún ọdún…			"
224,Entertainment,"
			Akọrin Nàìjíríà, Tems kọrin pẹ̀lú Future nínú àwo tuntun rẹ̀ tó jáde		. 
    
				Èwe Olórin Nàìjíríà kan,tí orúkọ rẹ̀ ń jẹ́ Tems ti kọrin nínú àwo orin tuntun tí ó tún jẹ́ ẹlẹẹ̀kẹsàn akọrin  Amẹ́ríkà, Future, tí àkọlé rẹ̀ jẹ́ ‘I Never Liked You’,

Awo-orin naa ti o ni akọle mẹrindinlogun ni Tems ati ọmọ ilu…			"
1,Entertainment,"
			Oǹkọrin orilẹ èdè Nàìjíríà, Yemi Alade Gbé Àwo orin Tuntun Kan Jáde		. 
    
				 


Gbajúmò Olórin Afrobeats Nàìjíríà kan, Yemi Alade ti kọ orin tó gbé àdídùn Jamaican Dancehall artist Jáde nínú àwo orin tó pè ní ‘Bubble It’.

Orin náà  tí ó dín díẹ̀ ní ìṣẹ́jú mẹ́ta ló jáde ní ọjó kẹrìndínlógún oṣù kẹsàn án…			"
101,World,"
			Ààrẹ Orílè-èdè South Africa Gbéra Lọ́ Sí Orílẹ-èdè Amẹ́ríkà		. 
    
				Ààrẹ South Africa Cyril Ramaphosa  gbera lọ si Washington lati pade pẹlu Ààrẹ Orílẹ̀-èdè Amẹ́ríkà

Awọn akọroyin jabọ pé yóò ṣé ìpàdé pẹ̀lú Ààrẹ Amẹ́ríkà Joe Biden ni olú-ìlú náà ni Ọjọ Kerindinlogun Oṣù Kẹsan ọdún, 2022.

 Yóò sì tún…			"
59,Business,"
			Iṣẹ́ àgbẹ̀ niṣẹ́ ilẹ̀ wa		. 
    
				Ìjọba àpapọ̀ ti sọ pé òun yóò tẹ̀síwájú láti mú iṣé àgbẹ̀ rọrùn ní ṣíṣe fún ìdàgbàsókè iṣẹ́-ọ̀gbìn àti ẹ̀ka ọjà.

Akọwe gbogbogboo, ile-iṣẹ ijọba apapọ to n mojuto iṣowo,kara-kata ati idokowo, Dokita Evelyn Ngige,…			"
395,Health,"
			Ìyanṣẹ́lódì àwọn dókítà: A ti Ṣe àṣeyọrí tó nítumọ̀ -–Mínísítà ètò Iṣẹ́		. 
    
				Ìjọba orílẹ̀ -èdè Nàìjíríà sọ pé òhun ti yanjú gbogbo àwọn nǹkan  tí àwọn dókítà Oníségùn ń bèèrè fún, àyàfi èyí tí ó lòdì sófin “kò sí iṣẹ́  kò sáwó”.

Nitorinaa, ijọba n kepe awọn ọmọ ẹgbẹ dokita…			"
128,Nigeria,"
			Àwọn Aṣòfin Ṣe Ìgbóríyìn Nlá fún Ìjọba Lórí Ààbò.		. 
    
				Ọ̀kan nínú àwọn aṣòfin ni orílẹ̀-èdè Nàìjíríà, Họ́nírábù Shamsudeen Dambazau tí ṣe àpónlé nla fún ìjọba àpapọ̀ lórí akitiyan rẹ nípa ẹ̀tò ààbò ni orílẹ̀-èdè yìí.

Ọ̀rọ̀ yìí jáde nípa tí o bá àwọn oníròyìn àgùnbánirọ̀ sọ̀rọ̀ ni ìlú Abuja,…			"
770,Nigeria,"
			Ìjọba Orílẹ̀-èdè Nàìjíríà Yá Ọjọ́ Kan Sọ́tọ̀ Fún Àwọn Arúgbó.		. 
    
				Ìjọba Orílẹ̀-èdè Nàìjíríà ti yà ọjọ́ karún osù kẹwàá sọ̀tọ̀ fún àwọn arúgbó

Èyí jẹ àpónlé, ìwúrí, ìrírí àti ipá kikọ fún ìdàgbàsókè orílẹ-èdè.

Ni ìbámu pẹlú èyí à			"
882,Sport,"
			Ààrẹ NFF : Ìyàlẹ́nu ńlá leléyìí jẹ́ fún mi o		. 
    
				Ààrẹ àjọ Bọ́ọ̀lù aláfẹsẹ̀ gbá Nàìjíríà (NFF), Amaju Melvin Pinnick ti fi ẹ̀dùn ọkàn rẹ̀ hàn sí ìròyìn kan ní apá kan àwọn ilé iṣẹ́ akoroyin, tó sọ pé òun ti kọlu Ààrẹ Muhammadu Buhari, GCFR àti minisita eré ìdárayá, Sunday Dáre látàrí…			"
66,World,"
			Àwọn Eléré Ìdárayá Àgbáyé Fí Orúkọ Tobi Amusan Sí Ìwé Ìtàn		. 
    
				Àwọn alákòóso èré ìdárayá ní àgbáyé tí fi orúkọ Tobi Amusan ọmọ orílẹ̀-èdè Nàìjíríà tí o n sáré fogi-fogi ìyẹn ti 100m hurdles sí ìwé ìtàn àgbáyé ni 2022. 
 Nínú àlàyé kàn ní ọjọ Ìṣẹgun, ẹgbẹ́ eléré Ìdárayá náà tún fọwọ́sí àwọn méjì míràn…			"
37,Health,"
			Àgbéga Dé Bá Ilé Ìwòsàn Àpapọ̀ Márùn-ún Ní Ìpínlẹ̀ Èkó		. 
    
				Ilé Ìgbìmọ̀ Asòfin Ìpínlẹ̀ Èkó ti pèpè fún mímú àgbéga bá ilé ìwòsàn àpapọ̀ márùn-ún ní ìpínlẹ̀ náà.

 

Àwọn ilé ìwòsàn àpapọ̀ náà ni èyí tí ó wà ní Badagry, Alimosho, Ikorodu, Epe àti Lagos…			"
29,Africa,"
			Orílẹ̀-èdè Ethiopia Múra Sí Wíwá Àwọn Ẹlẹ́wọ̀n Tó Sálọ Látàrí Ọgbà Ẹ̀wọ̀n Tó Di Fífọ́		. 
    
				Àwọn elétò ààbò ní Gúsù ti orílẹ̀-èdè Ethiopia ti múra sí wiwí àwọn ẹlẹ́wọ̀n tó nù. Ìròyìn ròó pé ọ̀pọ̀lọpọ̀ ẹlẹ́wọ̀n ni abúlé Bule Hora, ní ibusọ̀ bàtà bi àdọ̀ta lé ní Irinwó sí Addis Ababa, ni ó sálọ léyìn ìkọ̀lù àwọn ènìyàn adihamọ́ra…			"
621,Sport,"
			U-23 AFCON: Nàìjíríà Gbo Ewúro Sí Ojú Tanzania Ní Ayò 2-0		. 
    
				Ẹgbẹ́ agbabọọlu U-23 Nàìjíríà, Olympic Eagles, ní ọjọ́ Àbámẹ́ta, bórí Young Taifa Stars tí Tanzania 2-0 ní ifẹsẹwọnsẹ ẹlẹẹkeji U-23 Africa Cup of Nations Qualifier tó wáyé ní pápá iṣere Lekan Salami, Ibadan.

Ifẹsẹwọnsẹ náà gbóná gidigidi…			"
53,Nigeria,"
			Ẹ̀kọ́: Àjọ FEC Bù Ọwọ́ Lù Bílíọ̀nù Mẹ́rin Náírà Ó Lé Díẹ̀		. 
    
				Àjọ Federal Executive Council (FEC) bù ọwọ́ lù Biliọnu mẹ́rin Náírà ó lé díẹ̀ fún ìparí àwọn àkànṣe iṣẹ́ ni ifáfitì mẹ́ta ní orílẹ̀-èdè yìí.

Mínísítà fún ètò ẹkọ, Mallam Adamu Adamu ló sọ èyí lẹ́yìn Ìpàdé ìgbìmọ̀ àjọ náà ti ààrẹ…			"
268,Entertainment,"
			Àwọn olùdíje mẹ́tàdín-lógójì ti yege fún ìdíje ọmọbìnrin tí ó lẹ́wà jùlọ ní…		. 
    
				Àwọn olùdíje mẹ́tàdín-lógójì ti yege fún ipele ìkẹyìn ti ẹ̀dà ẹlẹ́ẹ̀kẹrìnlé-lọ́gbọ̀n ìdíjè ọmọbìnrin tí ó lẹ́wà jùlọ ní Nàìjíríà (MBGN).

Aarẹ, ẹgbẹ Silverbird, Guy Murray-Bruce ṣafihan eyi fun awọn akọroyin ni…			"
12,World,"
			Hong Kong Ṣé Tán Láti F’ayé Gbà Àkójọpọ̀ Àwọn Àrà Ìlú		. 
    
				 Ìlú Hong Kong yóò ṣé ìgbàláàyè fún  àwọn àrà ìlú tí àpéjọ wọn kojú méjìlá lọ láti pejọ ní gbángba láti Ọjọ́bọ̀. Àpéjọ ènìyàn mẹrin ló wà lọwọlọwọ bí ijọba ṣé ń tẹsíwájú lórí yíyọ àwọn òfin tó dé COVID-19.



Lekan Orenuga 			"
30,Africa,"
			Ìlú Kinshasa Ń Gbáradì Fún Àbẹ̀wò Póòpù		. 
    
				 

Àwọn ẹlẹ́sìn Kìrìstẹ́nì ní olú ìlú DR Congo -Kinshasa tí lu ọjà pa láti ra àwọn nǹkan tó ni àkọ́lé àwòrán Póòpù lára ní ìmúrasílẹ̀ fún àbẹ̀wò rẹ̀ sí ìlú wọn.

Àwọn nǹkan tí wọn ń tà lọ́jà tó ní àwòrán Pàpá Póòpù lára ló tí…			"
104,Nigeria,"
			Gómìnà  ìpínlẹ̀ Anambra ṣe ìrántí ikú àwọn akọni		. 
    
				Gómìnà ìpínlẹ̀ Anambra, gúsù iwọ̀ oòrùn Nàìjíríà, Ọ̀jọ̀gbọ́n Chukwuma Charles Soludo, CFR  ṣe ìrántí ikú àwọn ọmọ ogun Nàìjíríà tí wọ́n fi ẹ̀mí wọn lélẹ̀ fún orílẹ̀-èdè.Ó gbóríyìn fún ọmọ ogun…			"
823,Sport,"
			NPFL: Bendel Insurance Fí Àgbà Hàn Santos FC Ìlú Brazil		. 
    
				Ẹgbẹ́ àgbábọ́ọ̀lù Bendel Insurance tó ṣẹṣẹ peregede sí lìigi orílẹ-èdè Nàìjíríà (NPFL), lú Santos FC (Brazil) ní ayò méjì sí ọkàn (2-1) nínú Ifẹsẹwọnsẹ Ọlọrẹ Sọrẹ kàn tó wáyé ní ìlú Benin City ní igbaradi fún sáà bọ́ọ̀lù titun.…			"
50,World,"
			Flamingoes Lù New Zealand Làlú Bàmí		. 
    
				Iṣẹ takuntakun, iṣẹ akanṣe, ìwọ̀nyí jẹ́ díẹ̀ nínú àwọn ọrọ tí agbàbọ́ọ̀lù  Flamingoes sọ lẹyìn tí wọ́n lù New Zealand ní ayò mérin sí odò (4-0) ní ifẹsẹwọnsẹ Kejì wọ́n tí FIFA U-17 World Cup ní India.

 Àwọn àgbábọ́ọ̀lù bí Amina Bello,…			"
14,Sport,"
			U17 AFCON: Ugbade Pé Àgbábọ́ọ̀lù Méjì-Dín-Làádọ́ta Sí Ìbùdó		. 
    
				Àkọ́nì-mọ́ọ̀gbà fún ẹgbẹ́ àgbábọ́ọ̀lù Nàìjíríà tí ọjọ́ orí wọ́n kọjá ọdún mẹ́tà-dín-lógún lọ́ (Nigeria U-17), Nduka Ugbade, tí pé àwọn àgbábọ́ọ̀lù mejidinlaadọta sí ibùdó ní Abùjá ní igbaradi fún ìdíje àwọn tí ọjọ́ orí wọ́n kọjá ọdún…			"
12,Nigeria,"
			Ètò Ìdìbò: BVAS Yóò Rán Àwọn Ọmọ Orílẹ̀-èdè Yí Lọ́wọ́ Látí Yàn Olórí Tí Wọ́n Fẹ́ Sípò – DG VON		. 
    
				Olùdarí Àgbà tí Voice of Nigeria, VON, Osita Okechukwu sọ pé pèlú ìfilọ́lẹ̀ ètò ìforúkọsílẹ àwọn olúdìbò (Bimodal Voters Accreditation System) BVAS, àwọn ọmọ orílẹ̀-èdè Nàìjíríà yóò yàn olubori nínù ètò ìdìbò gbogbogbò 2023.

 DG sọ èyí…			"
107,Nigeria,"
			Kọmisọna Ọlọ́pàá Anambra Bú Ọlá Fún Àwọn Akọni Tó Ṣubú		. 
    
				Kọmisọna ọlọ́pàá tí Ìpínlẹ̀ Anambra ní South-East Nigeria, Echeng Echeng, ní ọjọ́ Àbámẹ́ta, ní Alex Ekwueme Square, Awka, Olú-ìlú ìpínlẹ̀ náà, darapọ̀ mọ́ àwọn Alákóso iṣẹ́ mìíràn ní ìpínlẹ̀, látí bú ọlá fún àwọn ológun àti àwọn òṣìṣẹ́ tó…			"
64,Nigeria,"
			Àwọn Tọ́rọ̀ọ́ kàn Ní Ìpínlẹ̀ Niger ti Kópa Nínú Ètò “Olẹ́wu Fọ́mọdẹ́” ní Ìpínlẹ̀…		. 
    
				Ìjọba àpapọ̀ ti  fún àwọn tọ́rọ̀ kan nisè láti rí dájú wí pé wọn tèsíwájú nínú ètò náà, ni ìpínlẹ̀ Nasarawa àti Niger.

Olùdarí fún ètò náà, Ọ̀gbẹ́ni Suleiman Mukthar, lo sọ èyí di mímọ̀ fún àwọn oníròyìn ní lafia ni ìpínlẹ̀ Nasarawa.…			"
515,Nigeria,"
			Ìyáàfin Soludo rọ àwọn tó ti forúkọsílẹ̀ fún káàdì ìdìbò pé kí wọ́n lọ gba káàdì ìdìbò wọn		. 
    
				Ìyàwó Gómìnà ìpínlẹ̀ Anambra, Arabinrin Nonye Soludo, ti rọ àwọn olùgbé ìpínlẹ̀ Anambra ti wọn forukọsilẹ fún Káàdì Oludibo láti gba awọn kaadi wọn ni àwọn ilé-iṣẹ́ ti a yan láti le kopa ninu idibo gbogbogbò ọdún 2023.

 

Ìyáàfin…			"
